"","Date","Americas","Americas","Americas","Asia-Pacific","Asia-Pacific","Asia-Pacific","Europe","Australia","Austria","Belgium","Brazil","Canada","Chile","China","Colombia","Czech Republic","Denmark","EAFE","Egypt","Emerging","Finland","France","Germany","Greece","Hong Kong","Hungary","India","Indonesia","Ireland","Israel","Italy","Japan","Korea, Republic of","Malaysia","Mexico","Netherlands","New Zealand","Norway","Peru","Philippines","Poland","Portugal","Qatar","Russian Federation","Singapore","South Africa","Spain","Sweden","Switzerland","Taiwan, Province of China","Thailand","Turkey","United Arab Emirates","United Kingdom","United States","Developed"
"126",1980-05-30,NA,NA,NA,NA,NA,NA,NA,163.42,356.5,305.09,NA,305.72,NA,NA,NA,NA,224.05,246.84,NA,NA,NA,239.65,233.91,NA,903.13,NA,NA,NA,NA,NA,59.06,511.96,NA,NA,NA,252.79,NA,456.75,NA,NA,NA,NA,NA,NA,764.18,NA,83,175.62,273.86,NA,NA,NA,NA,201.37,144.25,183.99
"127",1980-06-30,NA,NA,NA,NA,NA,NA,NA,175.63,358.34,313.96,NA,327.94,NA,NA,NA,NA,233.77,262.28,NA,NA,NA,242.49,243.08,NA,1064.96,NA,NA,NA,NA,NA,61.09,531.84,NA,NA,NA,266.38,NA,452.6,NA,NA,NA,NA,NA,NA,830.67,NA,89.85,178.07,290.74,NA,NA,NA,NA,226.72,148.73,192.78
"128",1980-07-31,NA,NA,NA,NA,NA,NA,NA,175.49,356.96,308.04,NA,341.36,NA,NA,NA,NA,247,260.65,NA,NA,NA,232.14,244.64,NA,1182.57,NA,NA,NA,NA,NA,67.48,505.35,NA,NA,NA,274.41,NA,436.63,NA,NA,NA,NA,NA,NA,869.46,NA,88.21,178.63,291.61,NA,NA,NA,NA,233.29,158.4,198.67
"129",1980-08-29,NA,NA,NA,NA,NA,NA,NA,185.58,351.51,295.55,NA,346.98,NA,NA,NA,NA,250.63,269.37,NA,NA,NA,237.33,238.71,NA,1258.54,NA,NA,NA,NA,NA,73.99,538.85,NA,NA,NA,270.37,NA,418.32,NA,NA,NA,NA,NA,NA,913.73,NA,89.11,171.61,293.44,NA,NA,NA,NA,238.81,159.28,202.52
"130",1980-09-30,NA,NA,NA,NA,NA,NA,NA,196.54,345.08,291.75,NA,344.8,NA,NA,NA,NA,271.14,278.43,NA,NA,NA,236.59,236.6,NA,1237.78,NA,NA,NA,NA,NA,82.63,574.21,NA,NA,NA,272.28,NA,462.69,NA,NA,NA,NA,NA,NA,861.3,NA,92.28,172.09,292.38,NA,NA,NA,NA,245.53,163.08,208.57
"131",1980-10-31,NA,NA,NA,NA,NA,NA,NA,209.52,329.19,276.31,NA,334.69,NA,NA,NA,NA,296.54,289.83,NA,NA,NA,243.65,219.21,NA,1538.61,NA,NA,NA,NA,NA,100.19,588.06,NA,NA,NA,286.26,NA,451,NA,NA,NA,NA,NA,NA,964.33,NA,91.32,185.47,284.4,NA,NA,NA,NA,266.86,166.99,214.61
"132",1980-11-28,NA,NA,NA,NA,NA,NA,NA,203.8,326.11,263.6,NA,348.1,NA,NA,NA,NA,293.5,283.66,NA,NA,NA,238.65,220.47,NA,1468.86,NA,NA,NA,NA,NA,93.38,569.09,NA,NA,NA,300.08,NA,434.25,NA,NA,NA,NA,NA,NA,1012.87,NA,86.52,197.37,279.47,NA,NA,NA,NA,261.81,184.2,223.56
"133",1980-12-31,NA,NA,NA,NA,NA,NA,NA,201.99,324.37,253.73,NA,327.9,NA,NA,NA,NA,293.86,284.79,NA,NA,NA,220.66,211.18,NA,1514.04,NA,NA,NA,NA,NA,93.36,608.91,NA,NA,NA,279.69,NA,400.44,NA,NA,NA,NA,NA,NA,997.89,NA,87.89,200.79,276.95,NA,NA,NA,NA,249.84,177.58,218.64
"134",1981-01-30,NA,NA,NA,NA,NA,NA,NA,180.83,291.91,238.64,NA,324.89,NA,NA,NA,NA,298.5,280.57,NA,NA,NA,195.78,191.85,NA,1581.64,NA,NA,NA,NA,NA,107.65,620.82,NA,NA,NA,265.38,NA,377.32,NA,NA,NA,NA,NA,NA,1131.3,NA,87.29,188.69,247.11,NA,NA,NA,NA,248.21,170.77,212.25
"135",1981-02-27,NA,NA,NA,NA,NA,NA,NA,173.42,287.46,231.14,NA,317.63,NA,NA,NA,NA,296.2,276.57,NA,NA,NA,197.71,190.46,NA,1465.81,NA,NA,NA,NA,NA,113.73,611.84,NA,NA,NA,263.98,NA,359.3,NA,NA,NA,NA,NA,NA,1242.52,NA,86.73,216.44,247.01,NA,NA,NA,NA,240.03,174.17,212.84
"136",1981-03-31,NA,NA,NA,NA,NA,NA,NA,191.54,287.84,222.28,NA,342.01,NA,NA,NA,NA,308.35,286.27,NA,NA,NA,206.19,199.38,NA,1344.94,NA,NA,NA,NA,NA,114.7,648.36,NA,NA,NA,251.11,NA,347.4,NA,NA,NA,NA,NA,NA,1235.04,NA,90.33,234.51,252.53,NA,NA,NA,NA,243.19,179.75,220.38
"137",1981-04-30,NA,NA,NA,NA,NA,NA,NA,189.31,264.13,213.81,NA,334.8,NA,NA,NA,NA,308.58,293.74,NA,NA,NA,184.38,198.3,NA,1391.59,NA,NA,NA,NA,NA,120.05,695.44,NA,NA,NA,240.07,NA,331.69,NA,NA,NA,NA,NA,NA,1321.44,NA,90.3,217.98,233.96,NA,NA,NA,NA,249.22,176.2,220.45
"138",1981-05-29,NA,NA,NA,NA,NA,NA,NA,187.77,248.64,186.24,NA,346.81,NA,NA,NA,NA,310.41,281.09,NA,NA,NA,141.36,183.25,NA,1629.3,NA,NA,NA,NA,NA,121.11,677.46,NA,NA,NA,221.73,NA,288.34,NA,NA,NA,NA,NA,NA,1262.29,NA,92.16,224.2,220.02,NA,NA,NA,NA,229.06,175.48,216.12
"139",1981-06-30,NA,NA,NA,NA,NA,NA,NA,184.69,237.49,176.78,NA,346.81,NA,NA,NA,NA,328.99,282.83,NA,NA,NA,130.85,189.87,NA,1659.18,NA,NA,NA,NA,NA,96.38,701.24,NA,NA,NA,220.66,NA,280.04,NA,NA,NA,NA,NA,NA,1377.08,NA,103.73,246.49,230.07,NA,NA,NA,NA,219.54,174.88,215.72
"140",1981-07-31,NA,NA,NA,NA,NA,NA,NA,164.13,232,166.39,NA,323.42,NA,NA,NA,NA,316.13,271.12,NA,NA,NA,140.58,185,NA,1558.43,NA,NA,NA,NA,NA,86.45,675.33,NA,NA,NA,219.21,NA,320.24,NA,NA,NA,NA,NA,NA,1170.15,NA,96.4,253.33,219.57,NA,NA,NA,NA,211.57,175.93,212.04
"141",1981-08-31,NA,NA,NA,NA,NA,NA,NA,165.11,226.58,169.68,NA,324.15,NA,NA,NA,NA,327.53,277.25,NA,NA,NA,148.11,182.27,NA,1464.94,NA,NA,NA,NA,NA,96.2,701.4,NA,NA,NA,219.87,NA,328.05,NA,NA,NA,NA,NA,NA,919.16,NA,104.63,257.31,212.53,NA,NA,NA,NA,220.72,165.66,207.84
"142",1981-09-30,NA,NA,NA,NA,NA,NA,NA,149.7,232.8,168.74,NA,277,NA,NA,NA,NA,322.87,249.43,NA,NA,NA,153.1,180.84,NA,1062.98,NA,NA,NA,NA,NA,85.3,635.03,NA,NA,NA,198.16,NA,306.54,NA,NA,NA,NA,NA,NA,935.44,NA,102.1,224.98,212.69,NA,NA,NA,NA,181,157.64,192.19
"143",1981-10-30,NA,NA,NA,NA,NA,NA,NA,140.83,239.65,171.97,NA,270.08,NA,NA,NA,NA,355.27,253.29,NA,NA,NA,149.03,186.27,NA,1117.02,NA,NA,NA,NA,NA,79.18,634.31,NA,NA,NA,220.95,NA,336.98,NA,NA,NA,NA,NA,NA,957.99,NA,97.08,252.93,230.02,NA,NA,NA,NA,191.03,165.24,198.04
"144",1981-11-30,NA,NA,NA,NA,NA,NA,NA,154.4,244.96,179.18,NA,305.75,NA,NA,NA,NA,362.52,281.18,NA,NA,NA,159.44,196.76,NA,1314.81,NA,NA,NA,NA,NA,86.89,691.97,NA,NA,NA,244.01,NA,359.07,NA,NA,NA,NA,NA,NA,1157.1,NA,102.92,283.22,251.05,NA,NA,NA,NA,227.73,172.24,212.73
"145",1981-12-31,NA,NA,NA,NA,NA,NA,NA,151.93,255.92,210.78,NA,290.86,NA,NA,NA,NA,363,278.3,NA,NA,NA,154.02,188.09,NA,1264.21,NA,NA,NA,NA,NA,83.58,703.06,NA,NA,NA,236.58,NA,332.15,NA,NA,NA,NA,NA,NA,1177.89,NA,97.36,274.19,247.72,NA,NA,NA,NA,218.19,167.44,208.18
"146",1982-01-29,NA,NA,NA,NA,NA,NA,NA,135.12,241.72,222.08,NA,265.23,NA,NA,NA,NA,361.04,276.19,NA,NA,NA,161.47,186.24,NA,1250.26,NA,NA,NA,NA,NA,80.58,691.18,NA,NA,NA,233.79,NA,331.63,NA,NA,NA,NA,NA,NA,1151.17,NA,95.88,266.47,237.16,NA,NA,NA,NA,228.47,165.3,205.09
"147",1982-02-26,NA,NA,NA,NA,NA,NA,NA,120.66,231.71,214.25,NA,244.65,NA,NA,NA,NA,353.16,258.41,NA,NA,NA,168.81,183.91,NA,1095.53,NA,NA,NA,NA,NA,83.07,636.05,NA,NA,NA,214.63,NA,300.55,NA,NA,NA,NA,NA,NA,1045.4,NA,92.99,261.26,230.32,NA,NA,NA,NA,211.79,156.53,192.63
"148",1982-03-31,NA,NA,NA,NA,NA,NA,NA,111.38,225.6,199.82,NA,229.95,NA,NA,NA,NA,325.95,245.68,NA,NA,NA,157.03,185.93,NA,1020.95,NA,NA,NA,NA,NA,80.12,574.85,NA,NA,NA,228.35,NA,264.63,NA,NA,NA,NA,NA,NA,1009.28,NA,88.08,247.84,228.38,NA,NA,NA,NA,215.18,155.44,187.34
"149",1982-04-30,NA,NA,NA,NA,NA,NA,NA,125.54,227.7,209.18,NA,228.01,NA,NA,NA,NA,346.52,261.4,NA,NA,NA,171.59,192.54,NA,1198.93,NA,NA,NA,NA,NA,77.47,625.92,NA,NA,NA,248.86,NA,287.56,NA,NA,NA,NA,NA,NA,1079.27,NA,92.02,242.87,228.18,NA,NA,NA,NA,220.37,162.02,196.5
"150",1982-05-31,NA,NA,NA,NA,NA,NA,NA,123.72,225.73,196.29,NA,223.31,NA,NA,NA,NA,335.41,257.79,NA,NA,NA,169.65,188.29,NA,1310.56,NA,NA,NA,NA,NA,71,601.84,NA,NA,NA,246,NA,292.73,NA,NA,NA,NA,NA,NA,1078.01,NA,89.54,251.33,219.98,NA,NA,NA,NA,227.44,156.4,191.51
"151",1982-06-30,NA,NA,NA,NA,NA,NA,NA,112.84,209.39,186.55,NA,193.04,NA,NA,NA,NA,311.9,238.29,NA,NA,NA,139.6,175.61,NA,1149.88,NA,NA,NA,NA,NA,61.13,565.46,NA,NA,NA,222.28,NA,257.98,NA,NA,NA,NA,NA,NA,962.86,NA,82.14,241.51,201.53,NA,NA,NA,NA,212.86,154.19,182.83
"152",1982-07-30,NA,NA,NA,NA,NA,NA,NA,108.81,208.08,195.37,NA,205.53,NA,NA,NA,NA,318.17,235.35,NA,NA,NA,136.04,175.92,NA,1070.97,NA,NA,NA,NA,NA,65.02,544.34,NA,NA,NA,224.58,NA,250.62,NA,NA,NA,NA,NA,NA,876.91,NA,80.26,258.14,202.25,NA,NA,NA,NA,220.3,151.2,180.44
"153",1982-08-31,NA,NA,NA,NA,NA,NA,NA,111.02,204.55,204.48,NA,242.23,NA,NA,NA,NA,328.4,235.31,NA,NA,NA,139.48,171.14,NA,933.53,NA,NA,NA,NA,NA,66.11,547.34,NA,NA,NA,229.17,NA,254.75,NA,NA,NA,NA,NA,NA,835.89,NA,75.6,256.09,203.37,NA,NA,NA,NA,223.57,169.57,193.49
"154",1982-09-30,NA,NA,NA,NA,NA,NA,NA,113.49,201.81,208.71,NA,239.06,NA,NA,NA,NA,329.13,233.64,NA,NA,NA,134.45,178.29,NA,807.96,NA,NA,NA,NA,NA,62.91,526.32,NA,NA,NA,229.38,NA,229.84,NA,NA,NA,NA,NA,NA,856.16,NA,68.04,276.56,201.59,NA,NA,NA,NA,233.94,171.57,194.35
"155",1982-10-29,NA,NA,NA,NA,NA,NA,NA,113.29,197.81,204.46,NA,266.12,NA,NA,NA,NA,341.2,234.47,NA,NA,NA,135.02,174.37,NA,638.06,NA,NA,NA,NA,NA,61.43,528.22,NA,NA,NA,247.49,NA,232.75,NA,NA,NA,NA,NA,NA,915.01,NA,69.7,268.72,210.86,NA,NA,NA,NA,238.07,190.44,207.66
"156",1982-11-30,NA,NA,NA,NA,NA,NA,NA,111.65,206.3,210.57,NA,269.97,NA,NA,NA,NA,333.82,253.11,NA,NA,NA,140.66,184.1,NA,605.64,NA,NA,NA,NA,NA,65.49,625.98,NA,NA,NA,247.19,NA,224.66,NA,NA,NA,NA,NA,NA,927.5,NA,72.55,315.67,227.06,NA,NA,NA,NA,231.32,197.6,218.62
"157",1982-12-31,NA,NA,NA,NA,NA,NA,NA,115.91,229.88,226.91,NA,294.38,NA,NA,NA,NA,369.28,273.13,NA,NA,NA,144.41,205.34,NA,702.5,NA,NA,NA,NA,NA,67.4,696.99,NA,NA,NA,271.79,NA,235.16,NA,NA,NA,NA,NA,NA,981.13,NA,66.77,336.55,253.41,NA,NA,NA,NA,234.45,200.93,228.39
"158",1983-01-31,NA,NA,NA,NA,NA,NA,NA,127.88,217.89,225.51,NA,303.4,NA,NA,NA,NA,376.53,270.64,NA,NA,NA,149.46,197.7,NA,783.97,NA,NA,NA,NA,NA,75.31,668.04,NA,NA,NA,275.63,NA,262.02,NA,NA,NA,NA,NA,NA,1064.81,NA,63.92,380.68,257.32,NA,NA,NA,NA,230.73,208.73,233.22
"159",1983-02-28,NA,NA,NA,NA,NA,NA,NA,118.01,222.66,230.41,NA,314.41,NA,NA,NA,NA,420.06,278,NA,NA,NA,155.61,214.39,NA,897.32,NA,NA,NA,NA,NA,82.09,678.94,NA,NA,NA,284.95,NA,287.22,NA,NA,NA,NA,NA,NA,1133.17,NA,63.82,457.11,260.06,NA,NA,NA,NA,231.81,212.94,238.07
"160",1983-03-31,NA,NA,NA,NA,NA,NA,NA,110.67,240.45,257.57,NA,322.22,NA,NA,NA,NA,476.24,288.67,NA,NA,NA,160.91,242.12,NA,857.55,NA,NA,NA,NA,NA,85.95,706.06,NA,NA,NA,329.63,NA,297.86,NA,NA,NA,NA,NA,NA,1166.28,NA,68.09,457.45,258.74,NA,NA,NA,NA,234.87,220.09,246.41
"161",1983-04-29,NA,NA,NA,NA,NA,NA,NA,128.43,249.46,276.9,NA,355.73,NA,NA,NA,NA,483.45,305.01,NA,NA,NA,167.15,254.07,NA,856.06,NA,NA,NA,NA,NA,79.26,720.9,NA,NA,NA,340.08,NA,363.52,NA,NA,NA,NA,NA,NA,1277.88,NA,67.89,528.27,272.29,NA,NA,NA,NA,267.86,237.16,263.95
"162",1983-05-31,NA,NA,NA,NA,NA,NA,NA,137.08,244.51,265.26,NA,364.37,NA,NA,NA,NA,481.94,303.38,NA,NA,NA,169.62,234.09,NA,747.46,NA,NA,NA,NA,NA,74.71,722.44,NA,NA,NA,330.58,NA,361.06,NA,NA,NA,NA,NA,NA,1249.73,NA,72.27,522.35,260.52,NA,NA,NA,NA,275.58,233.27,261.32
"163",1983-06-30,NA,NA,NA,NA,NA,NA,NA,133.13,237.42,278.21,NA,372.03,NA,NA,NA,NA,515.05,310.17,NA,NA,NA,166.73,245.53,NA,792.53,NA,NA,NA,NA,NA,75.26,745.28,NA,NA,NA,363.13,NA,371.53,NA,NA,NA,NA,NA,NA,1267.85,NA,68.71,489.96,266.08,NA,NA,NA,NA,277.6,242.09,269.48
"164",1983-07-29,NA,NA,NA,NA,NA,NA,NA,149.77,226.31,283.78,NA,373.97,NA,NA,NA,NA,514.07,310.76,NA,NA,NA,165.29,241.9,NA,868.16,NA,NA,NA,NA,NA,75.31,751.3,NA,NA,NA,359.25,NA,409.19,NA,NA,NA,NA,NA,NA,1204.23,NA,66.93,527.29,271.49,NA,NA,NA,NA,267.39,234.02,264.63
"165",1983-08-31,NA,NA,NA,NA,NA,NA,NA,155.25,220.88,273.74,NA,375.69,NA,NA,NA,NA,570.9,305.68,NA,NA,NA,170.28,222.34,NA,751.56,NA,NA,NA,NA,NA,75.23,741.9,NA,NA,NA,356.74,NA,409.53,NA,NA,NA,NA,NA,NA,1237.59,NA,62.37,531.84,257.19,NA,NA,NA,NA,264.76,238.58,266.01
"166",1983-09-30,NA,NA,NA,NA,NA,NA,NA,162.11,227.51,275,NA,380.78,NA,NA,NA,NA,621.28,317.43,NA,NA,NA,178.92,234.18,NA,551.58,NA,NA,NA,NA,NA,73.33,800.32,NA,NA,NA,367.29,NA,424.96,NA,NA,NA,NA,NA,NA,1224.71,NA,64.92,521.27,266.55,NA,NA,NA,NA,264.18,241.46,271.35
"167",1983-10-31,NA,NA,NA,NA,NA,NA,NA,159.57,224.36,258.47,NA,358.54,NA,NA,NA,NA,605.6,317.05,NA,NA,NA,178.48,253.05,NA,664.82,NA,NA,NA,NA,NA,68.54,796.28,NA,NA,NA,351.1,NA,400.95,NA,NA,NA,NA,NA,NA,1190.6,NA,68.9,506.93,274.55,NA,NA,NA,NA,259.5,238.52,268.12
"168",1983-11-30,NA,NA,NA,NA,NA,NA,NA,174.6,219.84,267.67,NA,389.75,NA,NA,NA,NA,600.21,324.46,NA,NA,NA,185.81,251.45,NA,658.12,NA,NA,NA,NA,NA,70.04,805.98,NA,NA,NA,360.97,NA,411.71,NA,NA,NA,NA,NA,NA,1196.81,NA,68.71,527.76,284.93,NA,NA,NA,NA,270.89,243.42,275
"169",1983-12-30,NA,NA,NA,NA,NA,NA,NA,178.66,225.08,280.31,NA,389.62,NA,NA,NA,NA,621.5,337.84,NA,NA,NA,190.5,253.2,NA,682.51,NA,NA,NA,NA,NA,69.39,867.96,NA,NA,NA,370.84,NA,424.31,NA,NA,NA,NA,NA,NA,1292.64,NA,62.01,502.41,299.32,NA,NA,NA,NA,271.18,241.87,278.47
"170",1984-01-31,NA,NA,NA,NA,NA,NA,NA,178.01,216.8,296.31,NA,370.88,NA,NA,NA,NA,606.82,352.82,NA,NA,NA,200.95,253.3,NA,869.16,NA,NA,NA,NA,NA,80.24,908.46,NA,NA,NA,415.06,NA,473.85,NA,NA,NA,NA,NA,NA,1324.6,NA,67.94,541.98,288.76,NA,NA,NA,NA,281.65,238.95,280.74
"171",1984-02-29,NA,NA,NA,NA,NA,NA,NA,171.76,233.99,299.06,NA,366.9,NA,NA,NA,NA,563.94,355.91,NA,NA,NA,205.7,262.28,NA,837.1,NA,NA,NA,NA,NA,81.69,905.62,NA,NA,NA,419.69,NA,496.17,NA,NA,NA,NA,NA,NA,1278.94,NA,78.8,547.46,293.07,NA,NA,NA,NA,292.72,228.82,276.06
"172",1984-03-30,NA,NA,NA,NA,NA,NA,NA,178.41,237.2,315.66,NA,355.74,NA,NA,NA,NA,531.46,389.31,NA,NA,NA,209.03,263.1,NA,805.96,NA,NA,NA,NA,NA,82.47,1068.91,NA,NA,NA,425.32,NA,518.48,NA,NA,NA,NA,NA,NA,1252.3,NA,81.53,570.63,296.5,NA,NA,NA,NA,303.95,232.82,289.01
